,Agric,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Ships,Guns ,Gold ,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other
ElcEq,12.451516085434173,10.898396540616243,12.607370525210083,13.056593326330542,6.374151813725488,15.423831386554621,29.736810504201667,20.024108466386558,12.892934992997198,25.172154082633064,9.144970798319328,13.601894887955181,13.28402490196079,20.35969265406163,17.472217535014,17.760291820728284,21.779396281512607,22.36202551120449,36.71485301820729,18.108913305322133,31.226908802521002,42.74054957282913,25.52106265406162,23.446386106442578,16.946185798319323,2.021190336134456,6.952737464985995,22.056484929971987,18.381996050420163,12.585340385154066,7.195374817927166,24.77301093837534,18.04026606442577,26.023763004201687,43.015463011204496,41.08723713585433,46.48904352240898,34.04597398459384,17.145788830532215,25.432383179271707,20.75007511204482,15.881567408963578,24.678576848739485,16.837320896358534,22.242615084033613,18.055173634453784,11.78286212184874,38.4764080952381,20.698071281512604
Autos,10.835923116246498,4.680946904761905,19.275230273109248,11.009165623249299,7.871457892156861,20.973929873949583,30.08306596638656,16.40844787815126,12.11764790616246,25.6221268837535,15.556369957983192,13.320012254901966,8.626040812324929,22.81853419467787,19.846949523809517,26.54145641456583,22.983654180672264,27.296266379551824,36.75211584733895,30.174406862745094,32.96059594537816,25.52106265406162,50.20518705182072,30.781516582633042,22.09593218487395,13.65456176470588,9.136687324929971,24.975282801120436,22.097324285714283,12.808233690476182,7.848998123249298,21.968073011204474,19.326009817927172,21.686843424369744,34.730784971988804,27.678668200280114,39.848822654061635,27.63355899859944,21.346339110644255,27.717888333333324,23.549559929971984,16.381572675070032,22.488282226890753,19.82796044817927,22.81727760504202,17.14408329831933,13.902576491596639,32.20076434173669,22.60528716386555
Aero ,9.881916862745099,12.374201288515412,21.56770773109243,17.0932543977591,16.490486666666666,22.161117983193282,24.91656638655462,15.61707546218487,15.433563081232501,28.442171372549026,18.034037815126055,12.559272829131654,10.735954229691876,25.983579439775916,16.034594509803924,22.270063081232486,23.67218638655462,24.904408347338933,33.20985703081232,23.99712801120448,29.481486890756308,23.446386106442578,30.781516582633042,49.58579820728291,24.541137310924366,20.476404201680673,11.104021288515405,26.206962408963598,22.749219495798307,19.956046834733886,12.096585826330532,13.98068324929972,16.93736845938376,20.987961680672267,26.250185658263305,19.643522913165263,29.2918299719888,27.469782913165275,27.18015238095238,27.131522633053216,25.493839943977584,16.57153182072828,19.834456134453777,22.89530543417367,22.899665378151255,20.628260504201677,13.526313613445378,27.766737422969182,24.54970235294119
Ships,4.390485966386556,10.67571714285714,20.16973100840336,10.634168319327737,13.246027815126052,12.400068739495795,16.390981512605048,9.1037387394958,10.354067478991588,20.457907310924373,19.785792436974788,9.192005882352941,4.792691092436973,18.071283109243694,13.152693781512607,18.467444369747902,15.860247142857153,16.593981260504208,20.852428487394945,18.232340336134452,19.402122941176465,16.946185798319323,22.09593218487395,24.541137310924366,43.511269579831925,24.989160504201685,17.83071176470589,17.742248907563024,6.381596974789915,14.614594369747897,7.7447206722689055,10.241391428571434,17.066279495798312,12.262523781512602,12.14491277310924,8.357988823529414,14.551118067226895,16.213660084033616,18.52695420168068,19.140308571428573,18.23192806722688,14.137681848739499,14.294981176470586,17.61968453781512,15.886178655462185,16.701507983193274,10.185083949579836,16.4207356302521,12.714058067226897
Guns ,1.3407945378151263,7.25111344537815,10.834292016806721,7.737756722689078,12.025585294117638,16.882331092436985,5.611244537815126,-0.2923869747899155,6.4536348739495795,11.21893403361344,21.248613445378155,4.9998277310924335,-0.13825882352941135,14.635250840336134,11.157935294117651,11.269155462184877,10.506210504201686,9.47834075630252,7.029128151260498,13.027583193277309,7.923127310924374,2.021190336134456,13.65456176470588,20.476404201680673,24.989160504201685,55.16347226890755,27.529407563025185,8.60286974789916,-1.9223436974789934,13.222397899159665,6.6638840336134475,-5.869626890756299,13.575819327731084,3.962683613445375,-6.416978151260505,-8.65871554621849,-10.803604621848736,2.0061760504201676,13.29913487394958,12.540707563025206,10.373105882352942,8.724091596638655,3.056781512605044,11.16266638655461,6.676984033613448,11.497491176470598,5.11141722689076,-0.6608781512605056,7.950292857142855
Gold ,1.6891227591036437,5.200053081232491,2.4627800420168056,-3.229157212885155,22.21125539215685,9.26473739495799,8.5453512605042,4.757322478991598,-1.7978503501400542,13.766246148459384,14.611045798319324,10.847972969187676,5.672530812324931,15.086449509803925,15.581068347338936,5.333230532212883,3.857413235294119,18.4339806022409,30.695949229691887,18.97282240896359,19.04274180672269,6.952737464985995,9.136687324929971,11.104021288515405,17.83071176470589,27.529407563025185,162.36955056022404,31.164659943977593,10.471347899159662,20.10350413165266,7.239080392156864,5.513463725490195,15.312643557422966,17.12659642857143,9.519233753501407,12.056016456582624,9.746579481792713,15.700662254901967,16.477641526610647,9.801781652661056,5.826828711484596,16.56088641456581,6.181260924369749,10.295279271708683,10.745048319327736,2.2003195378151266,13.062353991596648,-0.627673389355744,17.208296848739487
Mines,10.83708476190476,8.048257927170868,12.06448117647059,9.98819288515406,14.529398935574234,19.686811932773114,22.573531092436962,14.493664201680673,9.771974677871146,23.03618330532212,18.9282857142857,11.55834845938376,5.230857927170867,23.340743641456594,16.52398156862745,20.20497467787115,17.948017142857143,24.03087658263305,35.66673131652661,25.077547338935574,26.740564873949577,22.056484929971987,24.975282801120436,26.206962408963598,17.742248907563024,8.60286974789916,31.164659943977593,40.53007854341737,26.993829075630256,14.79814666666666,8.458378767507002,15.831603249299718,16.856963921568628,19.226436302521012,21.50175977591036,18.29686341736695,26.64758291316526,23.68358627450981,22.81558011204482,24.53071691876751,19.368171372549003,14.194756526610641,18.590890252100834,17.048487450980396,20.16463563025209,15.55568403361344,15.564698823529412,26.688562969187675,21.051607058823535
Coal ,11.73902596638655,3.1705690756302536,35.69669638655461,13.851542773109237,14.200057394957984,9.412308739495794,21.622642016806715,16.18943134453782,11.125597394957987,20.67514882352941,17.743389075630255,17.729722689075633,10.379324537815123,21.10229302521009,26.638951092436972,10.282136470588235,26.7416842857143,32.8201950420168,36.962945126050414,21.53994369747899,34.10237050420169,18.381996050420163,22.097324285714283,22.749219495798307,6.381596974789915,-1.9223436974789934,10.471347899159662,26.993829075630256,163.13342957983193,26.89047890756301,20.39493764705882,11.338127226890753,9.64478302521008,20.247128487394953,22.711193781512602,25.319929495798313,31.463421428571422,32.69319453781512,19.08775672268909,28.143959327731093,16.31673798319327,19.377242184873953,7.967049411764707,10.273208235294117,18.059287226890767,11.980306302521006,12.638807310924374,34.80340352941175,20.94505067226891
Oil  ,9.41023025910364,7.624032619047619,9.514955903361338,7.32489461484594,9.69736167366947,11.730260126050416,12.02353487394958,7.896860903361344,4.808991183473388,14.41615671568627,12.127351470588238,7.237287885154063,5.594856778711484,16.869626211484587,10.547868851540619,10.839700112044818,12.175263004201677,17.322677724089623,21.587056603641443,16.007538795518204,17.208528298319326,12.585340385154066,12.808233690476182,19.956046834733886,14.614594369747897,13.222397899159665,20.10350413165266,14.79814666666666,26.89047890756301,25.81361310224089,12.264746022408959,7.443443599439777,10.538107296918765,12.053069894957979,11.750958081232499,13.810160217086835,13.994510469187679,15.43677202380952,14.009655497198878,15.88855892156863,11.823767492997195,13.16798275910364,8.546597352941177,11.39507893557423,13.905589369747895,12.10645598739496,6.987554222689077,14.179518963585428,16.90876321428571
Util ,5.240670952380954,8.438209635854339,11.341443949579832,8.397343501400563,14.537451568627452,3.587040840336134,6.775398319327729,6.287774537815129,4.915175154061625,8.232898795518205,11.53723193277311,5.495092717086838,7.518616358543415,8.882731904761906,5.94213070028011,8.039989019607845,7.592526638655459,12.775758459383756,8.17577532212885,10.271926610644257,5.463425294117646,7.195374817927166,7.848998123249298,12.096585826330532,7.7447206722689055,6.6638840336134475,7.239080392156864,8.458378767507002,20.39493764705882,12.264746022408959,20.82981333333333,4.879793221288513,6.9723811204481825,6.6413908403361335,0.05692358543417147,-0.17250988795518096,-0.7158144257703088,7.240717507002801,6.811333753501399,4.490635350140055,7.084578543417365,9.803656414565827,2.792678319327731,8.359771036414564,11.82662201680672,11.621897058823528,6.816554033613445,7.778206274509802,11.964422436974788
Telcm,6.215376232492996,8.009857338935575,12.98927155462185,9.344124271708681,7.027295532212883,9.613001092436976,25.21395462184874,16.918428445378154,7.909262787114844,16.08926998599439,3.1832063025210093,12.877556442577028,14.87600985994398,13.356596204481786,13.12989182072829,14.193224761904755,14.447246092436973,18.6780993977591,29.4372687535014,15.082381792717085,22.458531134453782,24.77301093837534,21.968073011204474,13.98068324929972,10.241391428571434,-5.869626890756299,5.513463725490195,15.831603249299718,11.338127226890753,7.443443599439777,4.879793221288513,39.26208568627451,13.036135938375354,22.520255504201685,37.165545406162494,40.38844841736695,38.68718858543417,26.73711673669467,12.32901225490196,16.187972296918762,16.139052296918766,14.048039971988795,20.835682436974796,12.036323753501401,18.186368151260492,12.996481302521012,9.469774075630248,31.874161120448168,17.72453894957983
PerSv,11.22067942577031,10.124396330532212,15.558432394957986,10.970303095238103,13.126611162464984,15.108274033613448,19.672788235294117,15.318585252100839,10.87101387955182,21.439055868347346,24.659457563025217,14.517490896358545,8.046770700280113,15.528899901960786,17.220544425770303,20.074654845938383,18.51517264705884,21.38308528011204,20.3849094257703,22.025634733893554,20.402078025210095,18.04026606442577,19.326009817927172,16.93736845938376,17.066279495798312,13.575819327731084,15.312643557422966,16.856963921568628,9.64478302521008,10.538107296918765,6.9723811204481825,13.036135938375354,35.33222047619046,17.749298193277316,17.156342212885153,21.94012757703081,20.720371778711495,19.7743587535014,15.060276960784304,21.61768086834734,18.200503053221286,17.76622350140056,17.665399747899155,14.740098207282909,18.54888798319327,16.286414915966386,16.29607105042017,25.559955574229697,18.92037558823529
