,yearmonth,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Ships,Guns ,Gold ,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other
181,2020-02-01,-1.0487332321335596,-0.7324423970202355,-5.660457364062201e-12,-2.6429520578368296e-12,-2.5048531410404134e-12,-0.0,-1.7216783819781154e-14,-0.9048518051527861,-1.175996147865992,-1.5926767074777268e-12,-4.7818168858165115e-12,-0.29021050428190476,-0.8957397978916218,-1.2959356602160882e-12,-0.0,-3.87492905601014e-13,-2.730300401455714e-12,-4.7659152690418714e-12,-0.0,-0.0,-0.0,-1.3905043652964744e-12,-9.54108283265226e-13,-8.707046301949412e-12,-1.5189459390795022e-13,-0.26303018916879656,-0.08339919849086144,-0.0,-3.412573641638911e-12,-0.1189702966342482,-1.0368191675260303,-0.1856900662772639,-3.0458290666631088e-12,-1.2773569284555904e-12,-0.0,-0.0,-0.0,-1.8566869829789167e-13,-0.0,-1.4611510585444897e-12,-4.819187724661861e-13,-0.0,-0.0,-0.0,-5.721578861736521e-12,-5.4855678999861035e-12,-1.1595147276328128,-6.010755008143981e-12
182,2020-03-01,-0.4781321402415369,-1.3808193662994428,-7.51696613808528e-12,-2.6626461864347194e-12,-2.7595839689428283e-12,-0.0,-5.864062458917941e-14,-0.7219562275155207,-2.3988349095882815,-5.909752493415358e-12,-7.113343288966262e-12,-0.14601786378963763,-1.5957949014746124,-1.4967817772975485e-12,-0.0,-1.1781071376695123e-12,-1.0133008649282522e-11,-1.0071453675111319e-11,-0.0,-0.0,-0.0,-5.3547788298195966e-12,-2.8182406386877133e-12,-1.8743230384909387e-11,-1.0582408484661325e-13,-0.030456127166913285,-0.13050493900923404,-0.0,-7.680506650597704e-12,-0.1562919429895606,-2.2239019825196014,-0.6579774057163553,-7.688912985579118e-12,-8.366375314435882e-13,-0.0,-0.0,-0.0,-2.4297076286691757e-13,-0.0,-2.2554590720048546e-12,-9.094356387753798e-13,-0.0,-0.0,-0.0,-8.208661565149018e-12,-1.9622504080049793e-11,-1.8709345462090519,-1.0627299387180009e-11
